BaseType3|SkyByte-W|SkyByte-WP|SkyByte-Full

bc       
0.984375  0.991 0.158 0.158 0.269
1.0       1.000 1.000 1.000 1.000

bfs-dense
0.015625    nan 0.980 0.980 0.980
0.03125     nan 1.000 1.000 1.000
0.046875    nan 1.000 1.000 1.000
0.0625      nan 1.000 1.000 1.000
0.078125    nan 1.000 1.000 1.000
0.09375     nan 1.000 1.000 1.000
0.109375    nan 1.000 1.000 1.000
0.125       nan 1.000 1.000 1.000
0.140625    nan 1.000 1.000 1.000
0.15625     nan 1.000 1.000 1.000
0.171875    nan 1.000 1.000 1.000
0.1875      nan 1.000 1.000 1.000
0.203125    nan 1.000 1.000 1.000
0.21875     nan 1.000 1.000 1.000
0.234375    nan 1.000 1.000 1.000
0.25        nan 1.000 1.000 1.000
0.265625    nan 1.000 1.000 1.000
0.28125     nan 1.000 1.000 1.000
0.296875    nan 1.000 1.000 1.000
0.3125      nan 1.000 1.000 1.000
0.328125    nan 1.000 1.000 1.000
0.34375     nan 1.000 1.000 1.000
0.359375    nan 1.000 1.000 1.000
0.375       nan 1.000 1.000 1.000
0.390625    nan 1.000 1.000 1.000
0.40625     nan 1.000 1.000 1.000
0.421875    nan 1.000 1.000 1.000
0.4375      nan 1.000 1.000 1.000
0.453125    nan 1.000 1.000 1.000
0.46875     nan 1.000 1.000 1.000
0.484375    nan 1.000 1.000 1.000
0.5         nan 1.000 1.000 1.000
0.515625    nan 1.000 1.000 1.000
0.53125     nan 1.000 1.000 1.000
0.546875    nan 1.000 1.000 1.000
0.5625      nan 1.000 1.000 1.000
0.578125    nan 1.000 1.000 1.000
0.59375     nan 1.000 1.000 1.000
0.609375    nan 1.000 1.000 1.000
0.625       nan 1.000 1.000 1.000
0.640625    nan 1.000 1.000 1.000
0.65625     nan 1.000 1.000 1.000
0.671875    nan 1.000 1.000 1.000
0.6875      nan 1.000 1.000 1.000
0.703125    nan 1.000 1.000 1.000
0.71875     nan 1.000 1.000 1.000
0.734375    nan 1.000 1.000 1.000
0.75        nan 1.000 1.000 1.000
0.765625    nan 1.000 1.000 1.000
0.78125     nan 1.000 1.000 1.000
0.796875    nan 1.000 1.000 1.000
0.8125      nan 1.000 1.000 1.000
0.828125    nan 1.000 1.000 1.000
0.84375     nan 1.000 1.000 1.000
0.859375    nan 1.000 1.000 1.000
0.875       nan 1.000 1.000 1.000
0.890625    nan 1.000 1.000 1.000
0.90625     nan 1.000 1.000 1.000
0.921875    nan 1.000 1.000 1.000
0.9375      nan 1.000 1.000 1.000
0.953125    nan 1.000 1.000 1.000
0.96875     nan 1.000 1.000 1.000
0.984375    nan 1.000 1.000 1.000
1.0         nan 1.000 1.000 1.000

dlrm     
0.015625  0.000 0.008 0.123   nan
0.03125   0.000 0.012 0.152   nan
0.046875  0.000 0.018 0.176   nan
0.0625    0.001 0.019 0.216   nan
0.078125  0.001 0.019 0.221   nan
0.09375   0.001 0.019 0.221   nan
0.109375  0.001 0.019 0.221   nan
0.125     0.001 0.020 0.221   nan
0.140625  0.001 0.021 0.221   nan
0.15625   0.001 0.023 0.223   nan
0.171875  0.001 0.023 0.223   nan
0.1875    0.001 0.025 0.230   nan
0.203125  0.001 0.025 0.230   nan
0.21875   0.001 0.027 0.238   nan
0.234375  0.001 0.027 0.238   nan
0.25      0.001 0.027 0.240   nan
0.265625  0.001 0.027 0.240   nan
0.28125   0.001 0.028 0.245   nan
0.296875  0.001 0.030 0.248   nan
0.3125    0.001 0.030 0.255   nan
0.328125  0.001 0.030 0.255   nan
0.34375   0.001 0.031 0.277   nan
0.359375  0.001 0.031 0.277   nan
0.375     0.001 0.031 0.277   nan
0.390625  0.001 0.033 0.277   nan
0.40625   0.001 0.034 0.284   nan
0.421875  0.001 0.036 0.287   nan
0.4375    0.001 0.037 0.294   nan
0.453125  0.001 0.039 0.294   nan
0.46875   0.001 0.041 0.314   nan
0.484375  0.001 0.041 0.314   nan
0.5       0.001 0.044 0.353   nan
0.515625  0.001 0.046 0.353   nan
0.53125   0.001 0.047 0.358   nan
0.546875  0.001 0.048 0.358   nan
0.5625    0.001 0.049 0.363   nan
0.578125  0.001 0.051 0.363   nan
0.59375   0.001 0.054 0.365   nan
0.609375  0.001 0.056 0.368   nan
0.625     0.001 0.058 0.368   nan
0.640625  0.001 0.062 0.368   nan
0.65625   0.001 0.064 0.370   nan
0.671875  0.001 0.066 0.370   nan
0.6875    0.001 0.069 0.373   nan
0.703125  0.001 0.073 0.373   nan
0.71875   0.001 0.077 0.377   nan
0.734375  0.001 0.082 0.377   nan
0.75      0.001 0.087 0.377   nan
0.765625  0.001 0.091 0.377   nan
0.78125   0.001 0.096 0.382   nan
0.796875  0.001 0.102 0.387   nan
0.8125    0.001 0.110 0.390   nan
0.828125  0.001 0.119 0.392   nan
0.84375   0.001 0.128 0.392   nan
0.859375  0.001 0.138 0.392   nan
0.875     0.001 0.146 0.392   nan
0.890625  0.001 0.158 0.392   nan
0.90625   0.001 0.167 0.392   nan
0.921875  0.001 0.182 0.395   nan
0.9375    0.001 0.193 0.395   nan
0.953125  0.001 0.204 0.395   nan
0.96875   0.001 0.217 0.402   nan
0.984375  0.001 0.234 0.402   nan
1.0       1.000 1.000 1.000   nan

radix    
0.015625  0.000 0.007 0.006 0.237
0.03125   0.000 0.008 0.007 0.242
0.046875  0.000 0.009 0.008 0.245
0.0625    0.000 0.009 0.008 0.247
0.078125  0.000 0.009 0.009 0.250
0.09375   0.000 0.009 0.009 0.253
0.109375  0.000 0.010 0.009 0.256
0.125     0.000 0.010 0.009 0.259
0.140625  0.001 0.011 0.009 0.262
0.15625   0.001 0.012 0.010 0.265
0.171875  0.001 0.012 0.010 0.267
0.1875    0.001 0.012 0.010 0.270
0.203125  0.001 0.012 0.010 0.272
0.21875   0.001 0.012 0.011 0.275
0.234375  0.001 0.012 0.011 0.278
0.25      0.001 0.013 0.011 0.280
0.265625  0.001 0.014 0.013 0.284
0.28125   0.001 0.014 0.013 0.286
0.296875  0.001 0.014 0.013 0.290
0.3125    0.001 0.015 0.014 0.292
0.328125  0.001 0.015 0.014 0.295
0.34375   0.001 0.016 0.014 0.298
0.359375  0.001 0.016 0.014 0.300
0.375     0.001 0.016 0.014 0.304
0.390625  0.001 0.016 0.014 0.306
0.40625   0.001 0.016 0.014 0.309
0.421875  0.002 0.016 0.015 0.311
0.4375    0.002 0.016 0.015 0.314
0.453125  0.002 0.016 0.015 0.317
0.46875   0.002 0.017 0.015 0.320
0.484375  0.002 0.017 0.015 0.323
0.5       0.002 0.017 0.016 0.325
0.515625  0.002 0.017 0.016 0.328
0.53125   0.002 0.017 0.016 0.331
0.546875  0.002 0.017 0.016 0.334
0.5625    0.002 0.019 0.017 0.337
0.578125  0.002 0.019 0.017 0.340
0.59375   0.002 0.019 0.017 0.342
0.609375  0.002 0.019 0.017 0.345
0.625     0.002 0.020 0.018 0.348
0.640625  0.002 0.020 0.018 0.351
0.65625   0.002 0.020 0.018 0.354
0.671875  0.002 0.021 0.019 0.357
0.6875    0.002 0.021 0.019 0.360
0.703125  0.003 0.021 0.020 0.362
0.71875   0.003 0.021 0.020 0.365
0.734375  0.003 0.021 0.020 0.368
0.75      0.003 0.021 0.020 0.370
0.765625  0.003 0.022 0.020 0.374
0.78125   0.003 0.022 0.020 0.376
0.796875  0.003 0.022 0.020 0.379
0.8125    0.003 0.022 0.020 0.381
0.828125  0.003 0.022 0.020 0.384
0.84375   0.003 0.023 0.021 0.388
0.859375  0.003 0.023 0.021 0.390
0.875     0.003 0.023 0.022 0.393
0.890625  0.003 0.024 0.022 0.395
0.90625   0.003 0.024 0.022 0.397
0.921875  0.003 0.024 0.022 0.401
0.9375    0.003 0.024 0.022 0.402
0.953125  0.003 0.024 0.022 0.406
0.96875   0.003 0.024 0.022 0.408
0.984375  0.004 0.024 0.022 0.411
1.0       1.000 1.000 1.000 1.000

srad     
0.015625    nan 0.000 0.000 0.115
0.03125     nan 0.000 0.000 0.116
0.046875    nan 0.000 0.000 0.116
0.0625      nan 0.001 0.001 0.116
0.078125    nan 0.001 0.001 0.116
0.09375     nan 0.003 0.003 0.118
0.109375    nan 0.003 0.003 0.118
0.125       nan 0.003 0.003 0.118
0.140625    nan 0.003 0.003 0.119
0.15625     nan 0.004 0.004 0.119
0.171875    nan 0.004 0.005 0.120
0.1875      nan 0.005 0.005 0.121
0.203125    nan 0.005 0.005 0.122
0.21875     nan 0.006 0.006 0.122
0.234375    nan 0.006 0.006 0.124
0.25        nan 0.007 0.007 0.126
0.265625    nan 0.008 0.008 0.127
0.28125     nan 0.009 0.009 0.128
0.296875    nan 0.009 0.009 0.128
0.3125      nan 0.009 0.009 0.128
0.328125    nan 0.010 0.010 0.130
0.34375     nan 0.011 0.011 0.130
0.359375    nan 0.012 0.012 0.131
0.375       nan 0.012 0.012 0.131
0.390625    nan 0.012 0.012 0.131
0.40625     nan 0.012 0.012 0.131
0.421875    nan 0.013 0.013 0.132
0.4375      nan 0.013 0.013 0.132
0.453125    nan 0.013 0.013 0.132
0.46875     nan 0.013 0.013 0.132
0.484375    nan 0.013 0.013 0.133
0.5         nan 0.013 0.013 0.134
0.515625    nan 0.013 0.013 0.134
0.53125     nan 0.013 0.013 0.134
0.546875    nan 0.015 0.015 0.135
0.5625      nan 0.016 0.016 0.136
0.578125    nan 0.017 0.017 0.137
0.59375     nan 0.017 0.017 0.137
0.609375    nan 0.017 0.017 0.137
0.625       nan 0.018 0.018 0.138
0.640625    nan 0.019 0.019 0.140
0.65625     nan 0.019 0.019 0.140
0.671875    nan 0.020 0.020 0.141
0.6875      nan 0.020 0.020 0.141
0.703125    nan 0.021 0.021 0.141
0.71875     nan 0.022 0.022 0.143
0.734375    nan 0.022 0.022 0.143
0.75        nan 0.023 0.023 0.144
0.765625    nan 0.023 0.023 0.144
0.78125     nan 0.023 0.023 0.144
0.796875    nan 0.024 0.024 0.144
0.8125      nan 0.025 0.025 0.145
0.828125    nan 0.025 0.025 0.145
0.84375     nan 0.026 0.026 0.146
0.859375    nan 0.026 0.026 0.146
0.875       nan 0.026 0.026 0.146
0.890625    nan 0.026 0.026 0.146
0.90625     nan 0.026 0.026 0.146
0.921875    nan 0.026 0.026 0.146
0.9375      nan 0.027 0.027 0.146
0.953125    nan 0.029 0.028 0.148
0.96875     nan 0.032 0.032 0.149
0.984375    nan 0.083 0.085 0.168
1.0         nan 1.000 1.000 1.000

tpcc     
0.015625  0.029 0.100 0.115 0.148
0.03125   0.047 0.191 0.250 0.304
0.046875  0.102 0.195 0.281 0.348
0.0625    0.114 0.203 0.318 0.392
0.078125  0.208 0.207 0.349 0.428
0.09375   0.255 0.212 0.379 0.465
0.109375  0.307 0.218 0.414 0.510
0.125     0.347 0.223 0.443 0.546
0.140625  0.374 0.229 0.468 0.570
0.15625   0.378 0.236 0.497 0.598
0.171875  0.382 0.242 0.523 0.621
0.1875    0.386 0.249 0.542 0.640
0.203125  0.390 0.257 0.563 0.658
0.21875   0.393 0.263 0.575 0.672
0.234375  0.396 0.270 0.589 0.681
0.25      0.398 0.282 0.598 0.692
0.265625  0.400 0.294 0.610 0.700
0.28125   0.401 0.305 0.619 0.712
0.296875  0.403 0.315 0.626 0.721
0.3125    0.404 0.324 0.632 0.727
0.328125  0.404 0.334 0.637 0.736
0.34375   0.405 0.349 0.642 0.741
0.359375  0.406 0.359 0.648 0.746
0.375     0.406 0.369 0.652 0.750
0.390625  0.407 0.381 0.657 0.753
0.40625   0.407 0.393 0.660 0.756
0.421875  0.407 0.403 0.663 0.761
0.4375    0.407 0.414 0.667 0.764
0.453125  0.407 0.425 0.671 0.767
0.46875   0.408 0.438 0.672 0.771
0.484375  0.408 0.448 0.674 0.774
0.5       0.408 0.458 0.677 0.777
0.515625  0.408 0.468 0.680 0.780
0.53125   0.408 0.479 0.683 0.783
0.546875  0.408 0.490 0.684 0.785
0.5625    0.408 0.501 0.687 0.788
0.578125  0.408 0.510 0.690 0.790
0.59375   0.408 0.519 0.692 0.792
0.609375  0.408 0.528 0.694 0.793
0.625     0.408 0.536 0.695 0.795
0.640625  0.408 0.542 0.697 0.797
0.65625   0.408 0.549 0.698 0.798
0.671875  0.408 0.555 0.700 0.800
0.6875    0.408 0.559 0.701 0.802
0.703125  0.408 0.566 0.701 0.802
0.71875   0.408 0.573 0.702 0.803
0.734375  0.408 0.583 0.703 0.804
0.75      0.408 0.588 0.704 0.805
0.765625  0.408 0.597 0.704 0.806
0.78125   0.408 0.608 0.705 0.807
0.796875  0.408 0.621 0.707 0.807
0.8125    0.408 0.635 0.708 0.808
0.828125  0.408 0.651 0.709 0.809
0.84375   0.408 0.661 0.710 0.810
0.859375  0.408 0.678 0.712 0.811
0.875     0.408 0.694 0.715 0.814
0.890625  0.411 0.713 0.728 0.828
0.90625   0.418 0.733 0.744 0.847
0.921875  0.421 0.752 0.763 0.865
0.9375    0.424 0.776 0.782 0.885
0.953125  0.444 0.798 0.800 0.904
0.96875   0.448 0.828 0.829 0.926
0.984375  0.454 0.871 0.871 0.950
1.0       1.000 1.000 1.000 1.000

ycsb     
0.015625  0.065 0.075 0.089 0.131
0.03125   0.099 0.192 0.239 0.311
0.046875  0.216 0.416 0.433 0.540
0.0625    0.359 0.543 0.599 0.708
0.078125  0.489 0.579 0.635 0.737
0.09375   0.552 0.637 0.708 0.793
0.109375  0.646 0.680 0.778 0.845
0.125     0.707 0.711 0.822 0.875
0.140625  0.736 0.756 0.903 0.929
0.15625   0.750 0.800 0.948 0.959
0.171875  0.765 0.826 0.968 0.975
0.1875    0.777 0.863 0.986 0.988
0.203125  0.787 0.890 0.992 0.992
0.21875   0.795 0.910 0.995 0.994
0.234375  0.803 0.927 0.995 0.994
0.25      0.810 0.941 0.995 0.994
0.265625  0.815 0.951 0.996 0.995
0.28125   0.819 0.961 0.996 0.995
0.296875  0.823 0.970 0.996 0.996
0.3125    0.826 0.978 0.996 0.996
0.328125  0.828 0.982 0.996 0.996
0.34375   0.829 0.987 0.996 0.996
0.359375  0.830 0.992 0.996 0.996
0.375     0.831 0.994 0.997 0.996
0.390625  0.831 0.996 0.997 0.996
0.40625   0.831 0.997 0.997 0.997
0.421875  0.831 0.998 0.998 0.997
0.4375    0.831 0.999 0.998 0.997
0.453125  0.831 0.999 0.998 0.997
0.46875   0.831 0.999 0.998 0.997
0.484375  0.831 0.999 0.998 0.997
0.5       0.831 0.999 0.998 0.997
0.515625  0.831 1.000 1.000 1.000
0.53125   0.831 1.000 1.000 1.000
0.546875  0.831 1.000 1.000 1.000
0.5625    0.831 1.000 1.000 1.000
0.578125  0.831 1.000 1.000 1.000
0.59375   0.831 1.000 1.000 1.000
0.609375  0.831 1.000 1.000 1.000
0.625     0.831 1.000 1.000 1.000
0.640625  0.831 1.000 1.000 1.000
0.65625   0.831 1.000 1.000 1.000
0.671875  0.831 1.000 1.000 1.000
0.6875    0.831 1.000 1.000 1.000
0.703125  0.831 1.000 1.000 1.000
0.71875   0.831 1.000 1.000 1.000
0.734375  0.831 1.000 1.000 1.000
0.75      0.831 1.000 1.000 1.000
0.765625  0.831 1.000 1.000 1.000
0.78125   0.831 1.000 1.000 1.000
0.796875  0.831 1.000 1.000 1.000
0.8125    0.831 1.000 1.000 1.000
0.828125  0.832 1.000 1.000 1.000
0.84375   0.832 1.000 1.000 1.000
0.859375  0.832 1.000 1.000 1.000
0.875     0.832 1.000 1.000 1.000
0.890625  0.834 1.000 1.000 1.000
0.90625   0.841 1.000 1.000 1.000
0.921875  0.850 1.000 1.000 1.000
0.9375    0.873 1.000 1.000 1.000
0.953125  0.940 1.000 1.000 1.000
0.96875   0.989 1.000 1.000 1.000
0.984375  0.999 1.000 1.000 1.000
1.0       1.000 1.000 1.000 1.000
